"field_id","field_name","unit_name","category_name","item_count","priority","notes"
23262,"Gynoid fat mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23263,"Gynoid lean mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23264,"Gynoid tissue fat percentage","percent","Body composition by DXA",5170,5170,"Value output by DXA system"
23265,"Gynoid total mass","kg","Body composition by DXA",5170,5170,"Value output by DXA system"
23266,"Leg fat mass (left)","g","Body composition by DXA",4350,4350,"Value output by DXA system"
23267,"Leg lean mass (left)","g","Body composition by DXA",4350,4350,"Value output by DXA system"
23268,"Leg tissue fat percentage (left)","percent","Body composition by DXA",4350,4350,"Value output by DXA system"
23269,"Leg total mass (left)","kg","Body composition by DXA",4350,4350,"Value output by DXA system"
23270,"Leg fat mass (right)","g","Body composition by DXA",4350,4350,"Value output by DXA system"
23271,"Leg lean mass (right)","g","Body composition by DXA",4350,4350,"Value output by DXA system"
23272,"Leg tissue fat percentage (right)","percent","Body composition by DXA",4350,4350,"Value output by DXA system"
23273,"Leg total mass (right)","kg","Body composition by DXA",4350,4350,"Value output by DXA system"
23274,"Legs fat mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23275,"Legs lean mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23276,"Legs tissue fat percentage","percent","Body composition by DXA",5170,5170,"Value output by DXA system"
23277,"Legs total mass","kg","Body composition by DXA",5170,5170,"Value output by DXA system"
23278,"Total fat mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23279,"Total fat-free mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23280,"Total lean mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23281,"Total tissue fat percentage","percent","Body composition by DXA",5170,5170,"Value output by DXA system"
23282,"Total tissue mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23283,"Total mass","kg","Body composition by DXA",5170,5170,"Value output by DXA system"
23284,"Trunk fat mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23285,"Trunk lean mass","g","Body composition by DXA",5170,5170,"Value output by DXA system"
23286,"Trunk tissue fat percentage","percent","Body composition by DXA",5170,5170,"Value output by DXA system"
23287,"Trunk total mass","kg","Body composition by DXA",5170,5170,"Value output by DXA system"
23288,"VAT (visceral adipose tissue) mass","g","Body composition by DXA",5109,5109,"Value output by DXA system"
23289,"VAT (visceral adipose tissue) volume","cm3","Body composition by DXA",5109,5109,"Value output by DXA system"
23290,"Femur shaft BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",5165,5165,"Value output by DXA system"
23291,"Femur total BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",5165,5165,"Value output by DXA system"
23292,"Femur upper neck BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",2345,2345,"Value output by DXA system"
23293,"Femur total BMD (bone mineral density) T-score (left)","Std.Devs","Bone size, mineral and density by DXA",5134,5134,"Value output by DXA system"
23294,"Femur lower neck BMD (bone mineral density) T-score (left)","Std.Devs","Bone size, mineral and density by DXA",-1,-1,"Value output by DXA system"
23295,"Femur troch BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",5183,5183,"Value output by DXA system"
23296,"Femur upper neck BMD (bone mineral density) T-score (left)","Std.Devs","Bone size, mineral and density by DXA",2335,2335,"Value output by DXA system"
23297,"Femur wards BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",5183,5183,"Value output by DXA system"
23298,"Femur troch BMD (bone mineral density) T-score (left)","Std.Devs","Bone size, mineral and density by DXA",5151,5151,"Value output by DXA system"
23299,"Femur neck BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",5183,5183,"Value output by DXA system"
23300,"Femur neck BMD (bone mineral density) T-score (left)","Std.Devs","Bone size, mineral and density by DXA",5152,5152,"Value output by DXA system"
23301,"Femur wards BMD (bone mineral density) T-score (left)","Std.Devs","Bone size, mineral and density by DXA",5151,5151,"Value output by DXA system"
23302,"Femur lower neck BMD (bone mineral density) (left)","g/cm2","Bone size, mineral and density by DXA",2345,2345,"Value output by DXA system"
23303,"Femur shaft BMD (bone mineral density) T-score (left)","Std.Devs","Bone size, mineral and density by DXA",-1,-1,"Value output by DXA system"
23304,"Trunk bone area","cm2","Bone size, mineral and density by DXA",5170,5170,"Trunk area"
23305,"Head bone area","cm2","Bone size, mineral and density by DXA",5170,5170,"Head area"
23306,"Head BMC (bone mineral content)","g","Bone size, mineral and density by DXA",5170,5170,"Head BMC"
23307,"Pelvis bone area","cm2","Bone size, mineral and density by DXA",5170,5170,"Pelvis area"
23308,"Pelvis BMC (bone mineral content)",,"Bone size, mineral and density by DXA",5170,5170,"Pelvis BMC"
23309,"Ribs bone area","cm2","Bone size, mineral and density by DXA",5170,5170,"Ribs area"
23310,"Ribs BMC (bone mineral content)","g","Bone size, mineral and density by DXA",5170,5170,"Ribs BMC"
23311,"Spine bone area","cm2","Bone size, mineral and density by DXA",5170,5170,"Spine area"
23312,"Spine BMC (bone mineral content)","g","Bone size, mineral and density by DXA",5170,5170,"Spine BMC"
23313,"Arm bone area (left)","cm2","Bone size, mineral and density by DXA",4350,4350,"Arm area (left)"
23314,"Arm bone area (right)","cm2","Bone size, mineral and density by DXA",4350,4350,"Arm area (right)"
23315,"Leg bone area (left)","cm2","Bone size, mineral and density by DXA",4350,4350,"Leg area (left)"
23316,"Leg bone area (right)","cm2","Bone size, mineral and density by DXA",4350,4350,"Leg area (right)"
23317,"Arms combined bone area","cm2","Bone size, mineral and density by DXA",5170,5170,"Arms combined area is the sum of ~F23313~ and ~F23314~. It has been presented in addition to the component parts because the DXA device did not always return the separate Left and Right values."
23318,"Legs combined bone area","cm2","Bone size, mineral and density by DXA",5170,5170,"Legs combined area is the sum of ~F23315~ and ~F23316~. It has been presented in addition to the component parts because the DXA device did not always return the separate Left and Right values."
23320,"Leg BMC (bone mineral content) (left)","g","Bone size, mineral and density by DXA",4350,4350,"Value output by DXA system"
23321,"Values wanted",,"Symbol digit substitution",698102,698102,"This is an array of values indicating the digit that the participant would have entered if they had correctly matched the symbols above and below."
23322,"Values entered",,"Symbol digit substitution",698102,698102,"Digits entered by participant"
23323,"Number of symbol digit matches attempted","attempts","Symbol digit substitution",35687,35687,"Number of symbol digit matches attempted before the participant timed-out."
23324,"Number of symbol digit matches made correctly","correct-answers","Symbol digit substitution",35687,35687,"This is the number of symbols correctly matched to digits by the participant. <p> Note that it would be possible to get a high score here simply by repeated entering ""1"" very quickly as it would be correct 1/8 of the time and a large number of attempts could be made. For this reason, the score must be interpreted alongside ~F6774~ which shows the total number of attempts."
23325,"Femur neck bone area (left)","cm3","Bone size, mineral and density by DXA",-1,-1,"Bone area for the left femoral neck, from DXA output."
23326,"Femur neck bone area (right)","cm3","Bone size, mineral and density by DXA",-1,-1,"Bone area for the right femoral neck, from DXA output."
23327,"Femur neck BMC (bone mineral content) (left)","g","Bone size, mineral and density by DXA",-1,-1,"Bone mineral content for the left side femoral neck, from DXA output."
23328,"Femur neck BMC (bone mineral content) (right)","g","Bone size, mineral and density by DXA",-1,-1,"Bone mineral content for the right side femoral neck, from DXA output."
23329,"Femur shaft bone area (left)","cm3","Bone size, mineral and density by DXA",-1,-1,"Bone area for the left femoral shaft, from DXA output."
23330,"Femur shaft bone area (right)","cm3","Bone size, mineral and density by DXA",-1,-1,"Bone area for the right femoral shaft, from DXA output."
23331,"Femur shaft BMC (bone mineral content) (left)","g","Bone size, mineral and density by DXA",-1,-1,"Bone mineral content for the left femoral shaft, from DXA output."
23332,"Femur shaft BMC (bone mineral content) (right)","g","Bone size, mineral and density by DXA",-1,-1,"Bone mineral content for the right femoral shaft, from DXA output."
23333,"Femur total area (left)","cm3","Bone size, mineral and density by DXA",-1,-1,"Total bone area for the left femur, from DXA output."
23334,"Femur total area (right)","cm3","Bone size, mineral and density by DXA",-1,-1,"Total bone area for the right femur, from DXA output."
23335,"Femur total BMC (bone mineral content) (left)","g","Bone size, mineral and density by DXA",-1,-1,"Total bone mineral content for the left femur, from DXA output."
23336,"Femur total BMC (bone mineral content) (right)","g","Bone size, mineral and density by DXA",-1,-1,"Total bone mineral content for the right femur, from DXA output."
23337,"Femur troch bone area (left)","cm3","Bone size, mineral and density by DXA",-1,-1,"Bone area for the greater trochanter of the left femur, from DXA output."
23338,"Femur troch bone area (right)","cm3","Bone size, mineral and density by DXA",-1,-1,"Bone area for the greater trochanter of the right femur, from DXA output."
23339,"Femur troch BMC (bone mineral content) (left)","g","Bone size, mineral and density by DXA",-1,-1,"Bone mineral content for the greater trochanter of the left femur, from DXA output."
23340,"Femur troch BMC (bone mineral content) (right)","g","Bone size, mineral and density by DXA",-1,-1,"Bone mineral content for the greater trochanter of the right femur, from DXA output."
23341,"Femur wards bone area (left)","cm3","Bone size, mineral and density by DXA",-1,-1,"Bone area for the wards triangle of the left femur, from DXA output."
23342,"Femur wards bone area (left)","cm3","Bone size, mineral and density by DXA",-1,-1,"Bone area for the wards triangle of the right femur, from DXA output."
23343,"Femur wards BMC (bone mineral content) (left)","g","Bone size, mineral and density by DXA",-1,-1,"Bone mineral content for the left femoral wards triangle, from DXA output."
23344,"Femur wards BMC (bone mineral content) (right)","g","Bone size, mineral and density by DXA",-1,-1,"Bone mineral content for the right femoral wards triangle, from DXA output."
24003,"Nitrogen dioxide air pollution; 2010","micro-g/m3","Residential air pollution",495125,495125,"Nitrogen dioxide; Land Use Regression (LUR) estimate for annual average 2010."
24004,"Nitrogen oxides air pollution; 2010","micro-g/m3","Residential air pollution",495125,495125,"Nitrogen oxides; Land Use Regression (LUR) estimate for annual average 2010."
24005,"Particulate matter air pollution (pm10); 2010","micro-g/m3","Residential air pollution",461202,461202,"PM10 (particulate matter with diameter less than or equal to 10 micrometres); Land Use Regression (LUR) estimate for annual average 2010."
